Seq,Timestamp,Wattage
463,0.0,0.6274500380933287
464,0.9982917308807373,0.5868799902153012
465,2.0003252029418945,0.5870199800688025
466,2.9999873638153076,0.6288000118255607
467,4.001472473144531,0.6288000118255607
468,5.00097918510437,0.5882800222647189
469,5.999923944473267,0.6313500416815284
470,7.000047445297241,0.6312000525474556
471,7.998138904571533,0.6307500136196605
472,8.999785900115967,0.5885600019717214
473,10.001039028167725,0.6702400057709212
474,10.999229431152344,0.5849199987518785
475,11.999051332473755,0.58758000624001
476,12.999155759811401,0.5881400324112176
477,14.001546144485474,0.6315000308156012
478,15.000036239624023,0.6304500353515149
479,15.998508930206299,0.588839981678724
480,16.999865531921387,0.5894000078499315
481,18.003539562225342,0.5898199774104353
482,18.999389171600342,0.5894000078499315
483,19.998076677322388,0.6313500416815284
484,21.000112295150757,0.6318000090837469
485,21.998238563537598,0.6282000552892694
486,22.998815298080444,0.5878599859470126
487,23.997826099395752,0.588839981678724
488,24.998722791671753,0.6306000244855877
489,25.999600172042847,0.6279000054955471
490,26.996800661087036,0.628500033557415
491,27.999032974243164,0.6288000118255607
492,28.998844146728516,0.5856200147765873
493,29.999306440353394,0.5815599752390382
494,30.999305248260498,0.5833799768489596
495,31.99888801574707,0.5847800088983772
496,32.99636697769165,0.6276000272274015
497,33.9957754611969,0.6247500191032881
498,34.99799203872681,0.6274500380933287
499,35.99653482437134,0.6290999900937063
500,36.99770975112915,0.6290999900937063
501,38.00000762939453,0.584640019044876
502,38.99684405326843,0.6276000272274015
503,39.99735879898071,0.6292500507533557
504,40.99855589866638,0.6295500290215014
505,41.998873472213745,0.6290999900937063
506,42.997864961624146,0.6295500290215014
507,43.99614357948303,0.5877199960935113
508,44.99761605262756,0.5878599859470126
509,45.99593806266785,0.5871599699223038
510,46.99810028076172,0.5877199960935113
511,47.996825218200684,0.5878599859470126
512,48.997461795806885,0.6277500163614743
513,49.99674391746521,0.6283500444233422
514,50.9954879283905,0.629850007289647
515,51.99634003639221,0.6723200075554843
516,52.99714684486389,0.6264000426292423
517,53.99669790267944,0.6259500037014473
518,54.99677395820618,0.5849199987518785
519,55.998074769973755,0.626700020897388
520,56.99531936645508,0.6250499973714337
521,57.99675107002258,0.6273000489592558
522,58.9969801902771,0.5867400003618
523,59.99471163749695,0.5871599699223038
524,60.99531412124634,0.6295500290215014
525,61.997819900512695,0.6294000398874285
526,62.9951388835907,0.58758000624001
527,64.0018470287323,0.5858999944835899
528,64.99568390846252,0.5861799741905924
529,65.99619126319885,0.5871599699223038
530,66.99593019485474,0.5874400163865088
531,67.9948000907898,0.5870199800688025
532,68.99628376960754,0.6297000181555742
533,69.99490332603455,0.6304500353515149
534,70.99280595779419,0.6269999991655336
535,71.99659252166748,0.5871599699223038
536,72.9947988986969,0.6299999964237198
537,73.99457478523254,0.6312000525474556
538,74.99708008766174,0.5884200121182201
539,75.99353408813477,0.5892600179964302
540,76.99231195449829,0.5896799875569341
