Seq,Stamp_secs,Stamp_nsecs,Frame_ID,Voltage,Temperature,Current,Charge,Capacity,Design_Capacity,Percentage,Power_Supply_Status,Power_Supply_Health,Power_Supply_Technology,Present,Cell_Voltage_1,Cell_Voltage_2,Cell_Voltage_3,Cell_Voltage_4
463,1690132863,598244770,,4.183000087738037,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0449999570846558,1.0449999570846558,1.0449999570846558,1.0449999570846558
464,1690132864,596536380,,4.191999912261963,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0529999732971191,1.0529999732971191,1.0529999732971191,1.0529999732971191
465,1690132865,598569972,,4.192999839782715,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0490000247955322,1.0490000247955322,1.0490000247955322,1.0490000247955322
466,1690132866,598232101,,4.191999912261963,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.034000039100647,1.034000039100647,1.034000039100647,1.034000039100647
467,1690132867,599717212,,4.191999912261963,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0449999570846558,1.0449999570846558,1.0449999570846558,1.0449999570846558
468,1690132868,599223952,,4.202000141143799,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.059999942779541,1.059999942779541,1.059999942779541,1.059999942779541
469,1690132869,598168581,,4.209000110626221,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.055999994277954,1.055999994277954,1.055999994277954,1.055999994277954
470,1690132870,598292229,,4.208000183105469,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273
471,1690132871,596383524,,4.204999923706055,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0529999732971191,1.0529999732971191,1.0529999732971191,1.0529999732971191
472,1690132872,598030672,,4.203999996185303,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0490000247955322,1.0490000247955322,1.0490000247955322,1.0490000247955322
473,1690132873,599283708,,4.189000129699707,0.0,-0.1599999964237213,nan,nan,nan,0.0,2,0,3,True,1.0290000438690186,1.0290000438690186,1.0290000438690186,1.0290000438690186
474,1690132874,597474004,,4.177999973297119,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.034000039100647,1.034000039100647,1.034000039100647,1.034000039100647
475,1690132875,597296040,,4.197000026702881,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.055999994277954,1.055999994277954,1.055999994277954,1.055999994277954
476,1690132876,597400355,,4.201000213623047,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.055999994277954,1.055999994277954,1.055999994277954,1.055999994277954
477,1690132877,599790910,,4.210000038146973,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0490000247955322,1.0490000247955322,1.0490000247955322,1.0490000247955322
478,1690132878,598281020,,4.203000068664551,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0579999685287476,1.0579999685287476,1.0579999685287476,1.0579999685287476
479,1690132879,596753594,,4.205999851226807,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0420000553131104,1.0420000553131104,1.0420000553131104,1.0420000553131104
