Seq,Stamp_secs,Stamp_nsecs,Frame_ID,Voltage,Temperature,Current,Charge,Capacity,Design_Capacity,Percentage,Power_Supply_Status,Power_Supply_Health,Power_Supply_Technology,Present,Cell_Voltage_1,Cell_Voltage_2,Cell_Voltage_3,Cell_Voltage_4
732,1690133132,576082461,,4.181000232696533,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0529999732971191,1.0529999732971191,1.0529999732971191,1.0529999732971191
733,1690133133,575305405,,4.171999931335449,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0360000133514404,1.0360000133514404,1.0360000133514404,1.0360000133514404
734,1690133134,576402793,,4.164999961853027,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0509999990463257,1.0509999990463257,1.0509999990463257,1.0509999990463257
735,1690133135,577822052,,4.164999961853027,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0449999570846558,1.0449999570846558,1.0449999570846558,1.0449999570846558
736,1690133136,577251477,,4.179999828338623,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.034000039100647,1.034000039100647,1.034000039100647,1.034000039100647
737,1690133137,581305032,,4.192999839782715,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0290000438690186,1.0290000438690186,1.0290000438690186,1.0290000438690186
738,1690133138,575944384,,4.201000213623047,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.055999994277954,1.055999994277954,1.055999994277954,1.055999994277954
739,1690133139,577214809,,4.205999851226807,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0529999732971191,1.0529999732971191,1.0529999732971191,1.0529999732971191
740,1690133140,578505308,,4.201000213623047,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0470000505447388,1.0470000505447388,1.0470000505447388,1.0470000505447388
741,1690133141,577358697,,4.203000068664551,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0490000247955322,1.0490000247955322,1.0490000247955322,1.0490000247955322
742,1690133142,576989159,,4.199999809265137,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.034000039100647,1.034000039100647,1.034000039100647,1.034000039100647
743,1690133143,575855584,,4.208000183105469,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.059999942779541,1.059999942779541,1.059999942779541,1.059999942779541
744,1690133144,574292065,,4.186999797821045,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.062000036239624,1.062000036239624,1.062000036239624,1.062000036239624
745,1690133145,581845805,,4.198999881744385,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0379999876022339,1.0379999876022339,1.0379999876022339,1.0379999876022339
746,1690133146,576388101,,4.197999954223633,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0579999685287476,1.0579999685287476,1.0579999685287476,1.0579999685287476
747,1690133147,574767156,,4.197999954223633,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.059999942779541,1.059999942779541,1.059999942779541,1.059999942779541
748,1690133148,575861174,,4.183000087738037,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0290000438690186,1.0290000438690186,1.0290000438690186,1.0290000438690186
749,1690133149,575642210,,4.184000015258789,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0529999732971191,1.0529999732971191,1.0529999732971191,1.0529999732971191
750,1690133150,576906691,,4.192999839782715,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0579999685287476,1.0579999685287476,1.0579999685287476,1.0579999685287476
751,1690133151,575293802,,4.193999767303467,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273
752,1690133152,574926709,,4.192999839782715,0.0,-0.12999999523162842,nan,nan,nan,0.0,2,0,3,True,1.0379999876022339,1.0379999876022339,1.0379999876022339,1.0379999876022339
753,1690133153,575835949,,4.195000171661377,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0490000247955322,1.0490000247955322,1.0490000247955322,1.0490000247955322
754,1690133154,574569578,,4.196000099182129,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.059999942779541,1.059999942779541,1.059999942779541,1.059999942779541
755,1690133155,576086262,,4.196000099182129,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0529999732971191,1.0529999732971191,1.0529999732971191,1.0529999732971191
756,1690133156,580157817,,4.197999954223633,0.0,-0.12999999523162842,nan,nan,nan,0.0,2,0,3,True,1.059999942779541,1.059999942779541,1.059999942779541,1.059999942779541
757,1690133157,575949687,,4.205999851226807,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0509999990463257,1.0509999990463257,1.0509999990463257,1.0509999990463257
758,1690133158,573750557,,4.196000099182129,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0490000247955322,1.0490000247955322,1.0490000247955322,1.0490000247955322
759,1690133159,576573390,,4.190000057220459,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0420000553131104,1.0420000553131104,1.0420000553131104,1.0420000553131104
760,1690133160,575650741,,4.197999954223633,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.055999994277954,1.055999994277954,1.055999994277954,1.055999994277954
761,1690133161,573325833,,4.204999923706055,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0579999685287476,1.0579999685287476,1.0579999685287476,1.0579999685287476
762,1690133162,573675110,,4.203000068664551,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.055999994277954,1.055999994277954,1.055999994277954,1.055999994277954
763,1690133163,573846647,,4.208000183105469,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.059999942779541,1.059999942779541,1.059999942779541,1.059999942779541
764,1690133164,574840757,,4.204999923706055,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0529999732971191,1.0529999732971191,1.0529999732971191,1.0529999732971191
765,1690133165,576406275,,4.193999767303467,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0360000133514404,1.0360000133514404,1.0360000133514404,1.0360000133514404
766,1690133166,575103867,,4.177000045776367,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.0420000553131104,1.0420000553131104,1.0420000553131104,1.0420000553131104
767,1690133167,575091311,,4.183000087738037,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.034000039100647,1.034000039100647,1.034000039100647,1.034000039100647
768,1690133168,575381644,,4.197999954223633,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0579999685287476,1.0579999685287476,1.0579999685287476,1.0579999685287476
769,1690133169,573095884,,4.203000068664551,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.055999994277954,1.055999994277954,1.055999994277954,1.055999994277954
770,1690133170,580828328,,4.205999851226807,0.0,-0.15000000596046448,nan,nan,nan,0.0,2,0,3,True,1.055999994277954,1.055999994277954,1.055999994277954,1.055999994277954
771,1690133171,574362568,,4.184999942779541,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0509999990463257,1.0509999990463257,1.0509999990463257,1.0509999990463257
772,1690133172,576432900,,4.199999809265137,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0529999732971191,1.0529999732971191,1.0529999732971191,1.0529999732971191
773,1690133173,572087844,,4.206999778747559,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0509999990463257,1.0509999990463257,1.0509999990463257,1.0509999990463257
774,1690133174,576943547,,4.211999893188477,0.0,-0.14000000059604645,nan,nan,nan,0.0,2,0,3,True,1.0379999876022339,1.0379999876022339,1.0379999876022339,1.0379999876022339
